Time [sec],Acceleration [cm/sec2]
10.72,-0.8156
10.73,0.0305
10.74,0.49113
10.75,0.02787
10.76,0.26081
10.77,-0.00922
10.78,-0.19246
10.79,0.72584
10.8,0.54499
10.81,-0.04058
10.82,0.34434
10.83,0.2118
10.84,-0.17037
10.85,-0.00276
10.86,0.16847
10.87,0.09706
10.88,-0.26104
10.89,-0.66983
10.9,-0.99142
10.91,-0.87038
10.92,0.16904
10.93,0.99044
10.94,0.70585
10.95,0.61024
10.96,0.8959
10.97,0.25549
10.98,-0.27423
10.99,0.1069
11,-0.22169
11.01,-0.80173
11.02,-0.31039
11.03,0.24831
11.04,0.16483
11.05,-0.07308
11.06,-0.07956
11.07,-0.04766
11.08,-0.12124
11.09,0.10231
11.1,0.16775
11.11,0.08632
11.12,0.48337
11.13,0.05823
11.14,-0.72266
11.15,-0.17625
11.16,0.08993
11.17,-0.15025
11.18,0.19052
11.19,-0.01472
11.2,-0.37908
11.21,-0.22682
11.22,-0.38079
11.23,-0.27176
11.24,0.2187
11.25,0.27433
11.26,0.27145
11.27,0.17142
11.28,-0.15708
11.29,-0.04467
11.3,-0.0192
11.31,-0.45847
11.32,-0.33823
11.33,0.08757
11.34,0.01253
11.35,-0.04829
11.36,0.22836
11.37,0.54773
11.38,0.31461
11.39,-0.28382
11.4,-0.10055
11.41,0.0695
11.42,-0.33398
11.43,-0.06596
11.44,0.22688
11.45,0.37193
11.46,0.83181
11.47,0.13717
11.48,-0.64437
11.49,-0.22292
11.5,-0.44449
11.51,-0.51086
11.52,0.67617
11.53,0.92792
11.54,0.34498
11.55,0.07143
11.56,-0.49391
11.57,-0.3628
11.58,0.3708
11.59,-0.08495
11.6,-0.44225
11.61,0.25511
11.62,0.44204
11.63,-0.10134
11.64,-0.41767
11.65,-0.00459
11.66,0.43234
11.67,0.15588
11.68,-0.01733
11.69,-0.06601
11.7,-0.44265
11.71,-0.36412
11.72,-0.00318
11.73,0.07362
11.74,0.18571
11.75,0.15141
11.76,0.05035
11.77,0.04804
11.78,-0.30188
11.79,-0.31476
11.8,0.14004
11.81,-0.12949
11.82,-0.3974
11.83,0.15365
11.84,0.34912
11.85,0.05141
11.86,0.02852
11.87,-0.06156
11.88,-0.29498
11.89,-0.25154
11.9,-0.27588
11.91,-0.39128
11.92,0.0174
11.93,0.52276
11.94,0.26598
11.95,-0.27596
11.96,-0.38805
11.97,-0.12231
11.98,0.24519
11.99,-0.05823
12,-0.4951
12.01,0.26258
12.02,0.64786
12.03,-0.02039
12.04,0.13428
12.05,0.39577
12.06,-0.13961
12.07,-0.0477
12.08,0.48145
12.09,0.30913
12.1,-0.1087
